"material";"cost";"date_import";"created_at";"updated_at"
"R92COL212";"9.03";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R98ROA";"0.14";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R99AB";"2.84";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R99AC";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R99CANC";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R99OILEP100";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"R99TRASP";"64.33";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RIPCORD1P1000RD";"3.66";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RIPCORD2P1000RD";"4.02";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RIPCORD3P1000";"2.36";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RIPCORD3P2000";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RIPCORD3P2000D";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"RR85PLGMV";"9.5";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR061";"646";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR092";"512";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR100";"6.21";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR103";"560";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR110";"6.21";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR120";"5.95";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S100RAR165";"6.16";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S110RAS210";"6.83";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S111RAS114";"6.83";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S175STBR0332";"4.5";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S180CAZ140";"3.12";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR209";"6.08";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR230";"8.13";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR300";"15.38";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR319";"8.41";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR324";"6.2";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR325";"6.58";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR3345";"5.78";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR345";"7.36";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR355D";"0.01";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR410";"9.1";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR603";"8.18";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR650";"7.39";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR653";"12.01";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR701";"5.79";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR702";"8.34";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR703";"6.39";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S410TRR840";"5.24";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS057";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS070";"8.2";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS121";"12.05";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS124";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS1255";"12.97";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS130";"0";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS139";"5.9";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS145F";"6.94";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS180";"7.35";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS1815";"25.63";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS200";"12.32";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS219";"7.14";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS230";"7.22";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS238";"7.8";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS239";"12.66";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS240";"6.8";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS299";"9.78";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS300";"12.77";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS305";"7.28";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS313D";"0.01";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS453";"6.94";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS455";"9.53";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS468";"6.67";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS4725";"9.32";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS483";"9.13";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS484";"5.12";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS4843";"6.72";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS488D";"0.01";"2021-09-01";"2021-09-01 13:06:52";"2021-09-01 13:06:52"
"S420TRS602";"13.16";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS603";"8.17";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS605";"7.14";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS607";"6.5";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS616";"11.02";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS618";"9.66";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS6192";"8.42";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS6195";"6.4";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS651";"10.56";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS700";"9.38";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS760";"5.45";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS780";"5.58";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS785D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S420TRS905";"8.49";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S430TRA260";"21.5";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S440TLE330D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S440TLE367";"23.63";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S440TLE430D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S440TLE467";"40.94";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S450TUB210";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS003";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS004";"0.26";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS006";"0.34";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS0064";"0.52";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS0077";"1.29";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS008D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS041BK";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS041RD";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS041WH";"0.09";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS041YL";"0.09";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS042BK";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS042WH";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS043BK";"0.13";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS043WH";"0.13";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS045";"0.07";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS046";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS047BL";"0.16";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS047WH";"0.16";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS050BL";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS050OR";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS050WH";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS050YL";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS070";"0.04";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS100";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS101";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS150D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS155D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS165D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS171D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS180D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS195D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS200";"0.05";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS225";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS245";"0.3";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS299";"0.05";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS302";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS303";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS304";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS305";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS306";"0.14";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS310D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS311";"0.53";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS318";"0.14";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS3185";"0.13";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS322";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS327";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS328";"0.07";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS329";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS330";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS331";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS332";"0.09";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS333";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS347";"0.05";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS3483";"0.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS3484";"0.15";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS365";"0.18";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS375BD";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS375WD";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS389";"0.16";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS390";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS391";"0.32";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS401";"0.44";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS402";"0.28";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS598";"0.84";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS599";"0.59";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS600";"1.55";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS617";"3.17";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS838";"4.53";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S460FIS839";"44.46";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI004";"0.03";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI005";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI006";"0.02";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI007";"1.45";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI010";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI016";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI017";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI0303";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI0305";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI035";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI0365";"0.02";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI037";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI040";"0.02";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI111R";"0.07";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI113R";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI120D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI125";"0.09";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1251";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1301";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1303";"0.15";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1310";"0.1";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1319";"0.09";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1320";"0.08";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI138D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI149D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI150";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1501";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1501D";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI150D";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI153";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI1531";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI154";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI155";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI157";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI158";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI159";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI161RD";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI163";"0.28";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI165";"0.12";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI167";"0.28";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI168";"0.18";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI168B";"0.19";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI168D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI168N";"0.16";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI168ND";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI173RD";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI178RD";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI182";"0.48";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI255";"0.2";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI450";"2.73";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI450D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI600D";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI601D";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI615D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI650D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI751";"0.19";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI752";"0.19";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI755";"0.52";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI755D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI760";"0.44";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI760D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI770";"0.29";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI770D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI771D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI799";"0.44";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI800";"0.51";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8005";"0.66";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8007";"0.76";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI801D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI809";"0.42";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI810D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8111";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8112";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8113";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8114";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8115";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8116";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI8125";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI813D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S470SLI825";"3.28";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474AA04P6A";"0.87";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474BIP328";"0.86";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474BIP805";"0.25";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474BIP8203CCPR";"0.49";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474BIP8203CO";"0.22";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474BIP8203D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474COAP1010";"0.76";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN2222015";"0.56";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN2320515";"0.94";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN3413715";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN3432075";"0.5";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343210";"0.52";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343215";"0.62";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343225";"1.06";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN3433075";"0.65";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343310";"0.67";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN34332025D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343405";"0.7";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474EN343815";"2.04";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F12350D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F2066";"0.36";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F42972";"2.31";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F42973";"3.3";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F44171";"0.49";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F44172";"0.17";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F4482D";"0.01";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F6347";"0.31";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F6347FP";"0.52";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F6532";"0.37";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F6532CAV";"0.44";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F66731";"0.86";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7085";"0.7";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7085CO";"0.25";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7085NA";"0.57";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F71039";"0";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7105204AR";"0.96";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7105204NA";"0.79";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7105208NA";"0.97";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
"S474F7105208SG";"8.13";"2021-09-01";"2021-09-01 13:06:53";"2021-09-01 13:06:53"
